status_id,screen_name,transcription,mean_prob,std_prob,party
1192921331429511168,Santi_ABASCAL,pedimos el voto a todos los españoles pero pedimos también el voto a los españoles que siempre amotado a la izquierda y les tendemos la mano diciéndoles que ellos también caben en el proyecto de bos porque sabemos que ellos tenían una preocupación convivir en una nación unida con la defensa de la igualdad y con la protección de los más débiles que es justo todo lo que la izquierda y el partido socialista han abandonado pactando con los separatistas destruyendo la igualdad en todo el territorio nacional con fórmulas federalistas absolutamente loquetidas y abandonando a los españoles más débiles estableciendo en muchas ocasiones que la prioridad es para los extranjeros nosotros decimos esos españoles de izquierdas que bob también tienen su casa que bobs tienen un proyecto político que les da la mano y que queremos precisamente porque en este momento de división lo que más nos preocupan la concordia nacional caminar junto con ellos para crear una gran alternativa patriótica y nacional,0.9776806629386293,0.07068491860767813,VOX
1192590574802657281,Santi_ABASCAL,asaqgan deel próximo  noviembre tenemos la oportunidad de volver a ampliar d consolidad de la voz de la españa viva en el congreso de los diputados somos muchos los españoles que creemos c aír una alternativa fiable una alternativa cacifrente a los problemas sin complejos con determinación una alternativa que está basada en la unidad y la firmeza frente al separatismo está osurpando los derechos libertales de todos los españoles na alternativa social cacefrenta despifado autonómico alexpone fiscal que sufren las clases medias y populares españolas una alternativa de la sensatez qel sentido común de la defensa de la libertad frente al disparatadas políticas regunos que quieren enfrentarnos las mujeres contra los hombres que quieren dividir a los españoles que uieren de nuestros hijos a banda guerra allí donde nuestros abuelos dijeron la paz en definitiva una alternativa patriótica que traigan la concordia ahí donde hay viscordia que traiga la seguridad haídonde oria y violencia que tregan la esperanza dde oyresimercado  racias viva españa,0.9464355752169237,0.1167023611299269,VOX
1192580182579789824,Santi_ABASCAL,nosotros no rechazamos ni a quienes vienen legalmente a trabajar con nosotros a los que les damos las gracias pero tampoco tenemos ninguna fovia y ningún odio a los que entran i legalmente a los únicamente les decimos que se tienen que ir a quien de verdad tenemos rechazo y lo que nos produce fovia es a los políticos probres están provocando una setuación caótica con el efecto llamada provocando un trama en áfrica una tragedia en el mediterráneo y una horror en muchos de nuestros barrios donde se ha destruido la convivencia y la seguridad ningún tipo de fovial necesitado al inmigrante que desesperado legal o ilegalmente quiere vivir entre nosotros pero todo el rechazoe toda la fovia a esos progres y responsables que están destruyendo nuestra seguridad nuestra prosperidad y que están prometiendo un falso sueño a millones de personas en todo áfrica,0.9766249246461131,0.07310498163444541,VOX
1192197281510019072,Santi_ABASCAL,visto el videosa rodríguez hablando de los que denominaba sus niñoquienes son los niños de teresa rodríguez cuando en ese vivio grita como una energúmeda son los menas dice que les decimos menas para no decirlo que son sí lo decimos son menores extranjeros no acompañados que nunca tenían que haber extrado e españa y poncierto desi a esos son nuestros niños y vamos a protegeres vamos a defenderles para defenderles de nosotros no van a defender a las mujeres no van a defender a las niñas porque es que precisamente un día después del debate uno de sus niñs un menor extranjero no acompañado abusa sexualmente de una niña de diez años que por cierto el que abusó ya está en libertad con la orden de no acercarse a la víctima podrá acercarse a otras imaginamos esa es la protección que nos dan las instituciones por decimos aterese rodríguez que si esos son sus niños esas otras son nuestras niña nuestras mujeres nuestros ancianos y todas las personas que lo están pasando mal en españa,0.9606184987766058,0.09619112135983128,VOX
1192020264256786432,Santi_ABASCAL,yo no sé cuál será el resultado las consecuencias de ese debate pero creo que podemos estar muy satisfechos noos voy a decir que fui allí cómo damente y sin ningún tipo de nervio cuando uno afronta las responsabilidad de representaros a todos vosotros con vuestras condicciones con vuestras pasiones como los principios os han enseñado vuestros padres afronta una responsabilidad gigantesa yo alí iba con ese peso en las espaldas epreocupación con nervios pero decir que me sentí comodo me sentí con modo porque vosotros también me dabais mucha seguridad porque estoy convencido de la fortaleza de nuestras condiciones y porque estoy seguro de que hemos sido capaces de decir a los españoles que todo eso que defendemos lo hacemos pos que teremos es lo mejor para españa lo mejor para libertad y lo mejor para los intereses de los españoles,0.9643577710148834,0.09007768985659442,VOX
1190670913072762880,Santi_ABASCAL,aye estar muy encanallado para buscar esa división para btener portinas de cuando todos los de una manera de otra con cuestros familiares por sotos mismos por nuestros amigos por nuestros recinos estáis vidiendo e conociendo situaciones de verdadera emergencia social nuesravamos a frontar una trisis económica nos va pidia divididos con los opartistas toderes  va pillar enlos fandados en los odios de la gurra civil cuando tenemos un trece porciento demal cuando hay jóvenes después de formarse no pueden encontrar empleo ytímiti se fuera destal cuando y jóvenes que siencuentran trabajo que tienen usarario de migeria que no les permite pensar tener una vivienda y formar una familia ni tenerijos cuando hay autónomos convertidos en recaudadores del estado cuando aún no an conseguido cobrar por los trabajos que ellos se han hecho cuando hay personas dependientes que ven que no les llega la yuda social y sus familias se tienen que acer cargo de ellos mientras ventos que las ayudas sociales si llegan a otroda que no hay emergencias sociales a las que atender desde los poderes públicos,0.9449472766055729,0.11678375002880345,VOX
1190330820935979014,Santi_ABASCAL,yo no quiero que me den la etiqueta de constitucionalista porque para mí los constitucionalistas son los profetores de derecho  y nosotros so españoles sí defienden la constitución que defienden el cumplimiento de las leyes incluso cuando no nos gusta porque somos demócratas y porque somos patriotas queremos una patria que viban la seguridad jurídica en el estado de derecho en la división de poder si pedro sánchez empacta contodos los tenido de españa con los golnistas consterederos del terrorismo que tipo de reproche puede hacernos a quien hemos matado nosotros a quien he matado yo si el único que hechos jugarme la vida para defender el orden constitucional cosa qe nacho pedro sh a quien hemos secuestrado a quien ha secuestrado osantonio tegalara que el único que hachos padecer y ser una persona paliente entre las valientes a nosotros no nos da ni una sola elección pedro sanche porque sabemos muy bien dónde estamos y estamos con el pueblo español con su soberanía o n su libertad consulidad,0.9557684706218207,0.1021859411936428,VOX
1190076863735107590,Santi_ABASCAL,el hospitalete y obrean creo que no a nsolo lugar en toda españa en toda cataluña donde se copróde mejor la gigantesca traición de mesce a los que han sido sus votantes y a los que adejado abandonados a mercer el separatismo durante decas muchos de vuestros padres dejaron sus patrias chicas en andalucía en extremadura en castilla en galicia para ir a trabajar a salir adelante en otro lugar de nuestra patria grande de españa que se llama cataluña vinieron aquí a dejarse la piel a pelear todo con codo a levantar esta tierra a darlo mejor de ellos mismos y el partido socialista obrero español les dijo que iba defender a las personas que más lo necesitaban a los más débiles de la sociedad a los mas desfavorecidos  iba estar con eso que llamaban la clase obrera y les mitieron les traicionaron,0.9508509701281264,0.10848520453352928,VOX
1192907510723809286,vox_es,mi abuelo sor iglesiande nada que se le pareciera yo no se deqleraen su ascendiente y al más de vecir que importa pero sí le by decir una cosa a mi nueva dar leccione en este plato usted ni el señor sánchez de defensa del orden constitucional y la democracia y saben porque no vvanadar lecciones orque soy el único de los que están este plató que se ha jugado la vida en el país vasco que ha sido amenazado sistemáticamente poleta yoy toda mi familia y lo digo con toda claridad sr iglesias y sabe porque porque mientras yo hacía eso usted estaba en una ricotaberna en navarra diciendo queeta tenía una gran perspicacia política y el señor sánchezo más arriesgado que había hecho en su vida era jugar al baloncesto y ser consejero de kajamadrid así que por favor nnosden lecciones de defensa del orden constitucional de la democracia y de la concordia que abrazaron nuestros padres y nuestros abuelos no nos lleven a los viejos ódios del pasado porque están ustedes cometiendo un gigantesco error señor iglesire señora vascal nuestra candidat al senado por barcelona sabe cómo se llama rosayuk eta asesinó a su padre y sabe no va dando lecciones de víctima del terrorismo a nadie ojalá ustedes supieran condenar un golpe de estado de los aliados de hiler en españa hace sesenta años y no presumir de víctima porque hay muchas víctimas de eta muchos guardias civiles entre ellos para nosotros es un honor tener un guardia civil entre nuestra bancada de diputado que no bandando lecciones a nadie hacen su trabajo y para nosotros es un honor llevar a una víctima de eta en nuestras listas que no presume trabaja para que este país eajo usted presume de sus paseos por la ricotabernas lo hace yo no sé porque esas víctimas tan aceptado ue usted diga las cosas que que dice no importa ellos tienen libertad de hacer lorque quieran pero usted aminonuevadar ninguna lección de respeto al orden constitucional y le digo más condenan ustede los golpes de estado del partido socialista y de las izquierdas arepública en al año treinta y cuatro por favor usted aquista ciudadanos un partido nuevo el partido opular un partido nuevo de la democracia bobs un partido nuevo usted tiene dentro partido comunista que esun viejo partido que participó en la guerra civil este señor al partido socialista si alguien tiene que ocultar algo de su propia historia como partido son ustedes do,0.9544487938724993,0.10004409916617632,VOX
1192898261994090501,vox_es,el próximo diez de noviembre tenemos la oportunidad de volver ampliar y de consolidar voz de la españa vivan el congreso de los diputados somos muchos los españoles que creemos cayí un alternativa fiable una alternativa que haci frente a los problemas sin complejos con determinación na alternativa que está basada en la unidad y a filmeza frente al separatismo que está usurpando los derechos y libertades de todos los españoles na alternativa social cace frente al despifarro autonómico al exporio fiscal que sufren las clases medias y populares españolas una alternativa de la sensatez duel sentido común de la defensa de la libertad frente al disparatadas políticas algunos que quieren enfrentarnos a las mujeres contra los hombres que quieren dividir a los españoles que quieren que nuestros hijos hagan la guerra allí donde nuestro abuelos hicieron la paz un definitiva una alternativa patriótica que traga la concordia ahí donde hay discordio que traga la seguridad ah donde hoy a y violencia a nocas racias y viva españa,0.9620546496215961,0.09226262706435867,VOX
